barcode,product_name,brand,verified_ingredients,flagged_additive_code,flagged_additive_name,functional_class,banned_in_jurisdiction,why_banned_abroad,india_fssai_status,legal_summary,risk_tier
8901499011596,Pro Muesli,Kellogg's,"multigrain (62.9%) mix {wheat (24.9%), corn grits (13.1%), rice (8.4%), rolled barley (5%), rolled oats (5%), ragi millet flour (2.6%), moon dal flour (2%), rice flour, corn meal, refined wheat flour (maida)}, seeds (8%), pumpkin seeds (4%), flax seeds (3%), chia seeds (8%), candied & dry fruits (11%) {candied papaya (3%), candied cranberry (3%), raisin (5%)}, sugar, soy protein isolate (6%), cereal extract, wheat bran, iodized salt, viatmins, colour (ins 140), flavour {artifical (coconut)}, antioxidants (ins 320, ins 307b) and minerals.",INS 320 / E320,BHA (Butylated Hydroxyanisole),Synthetic Phenolic Antioxidant,AUTHORISED (ADI ≈1 mg/kg bw/day) | GRAS; CA Prop 65 Cancer Warning List | PERMITTED in specified categories,"Listed under CA Prop 65 based on high-dose rodent tumor data. Recognized in endocrine research as a potential estrogenic and thyroid disruptor. Regulators allow low doses under ADI, but daily exposure in children's snacks is flagged as High Concern.",PERMITTED under FSSAI MPLs,Authorised globally with ADI. Listed under California Prop 65 with mandatory cancer warning requirement.,🔴 High Concern
8901725015275,Dark Fantasy,Sunfeast is sold by ITC Limited,"choco crème (38.0%) (sugar, refined palmolein, refined palm oil, cocoa solids, emulsifier [lecithin (from soyabean)], nature identical flavouring substances (chocolate), artificial flavouring substances (vanilla)), maida (refined wheat flour), hydrogenated vegetable oil, sugar, invert syrup, liquid glucose, raising agents [ins 503(ii), ins 500(ii), ins 450(i)], cocoa solids (0.7%), <span class=""allergen"">butter</span>, milk solids, iodized salt, nature identical flavouring substances (milk chocolate), colours (ins 150c, ins 150d), emulsifiers [lecithin (from soyabean), mono and diglycerides of fatty acids (from palm oil)], artificial flavouring substances (<span class=""allergen"">milk</span>, vanilla). contains <span class=""allergen"">wheat</span>, <span class=""allergen"">milk</span>, <span class=""allergen"">soy</span>. may contain <span class=""allergen"">nut</span>, <span class=""allergen"">sulphite</span>.",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
8901725015275,Dark Fantasy,Sunfeast is sold by ITC Limited,"choco crème (38.0%) (sugar, refined palmolein, refined palm oil, cocoa solids, emulsifier [lecithin (from soyabean)], nature identical flavouring substances (chocolate), artificial flavouring substances (vanilla)), maida (refined wheat flour), hydrogenated vegetable oil, sugar, invert syrup, liquid glucose, raising agents [ins 503(ii), ins 500(ii), ins 450(i)], cocoa solids (0.7%), <span class=""allergen"">butter</span>, milk solids, iodized salt, nature identical flavouring substances (milk chocolate), colours (ins 150c, ins 150d), emulsifiers [lecithin (from soyabean), mono and diglycerides of fatty acids (from palm oil)], artificial flavouring substances (<span class=""allergen"">milk</span>, vanilla). contains <span class=""allergen"">wheat</span>, <span class=""allergen"">milk</span>, <span class=""allergen"">soy</span>. may contain <span class=""allergen"">nut</span>, <span class=""allergen"">sulphite</span>.",PHO / Trans Fats,Hydrogenated / Partially Hydrogenated Vegetable Oils,Industrial Synthetic Trans Fat,CAPPED < 2g per 100g fat | PHO GRAS REVOCATION (Effectively Banned) | VOLUNTARY REDUCTION / LABELLING,"Industrial trans fats elevate systemic LDL cholesterol, lower protective HDL cholesterol, calcify arterial endothelium, and cause over 500,000 premature cardiovascular deaths annually worldwide.",TRANS FAT CAPPED < 2% of total fat (FSSAI),US FDA revoked GRAS status for PHOs (banned). WHO-led global elimination campaign; EU and FSSAI cap trans fats < 2% of total fat.,🟡 Moderate Concern
8901648014843,Fruit Yoghurt Mango,Mother Diary,"<span class=""allergen"">milk</span>, sugar (12%), milk solids, mango pulp-4%, active lactic culture thickening agent tins 1442), dried citrus pulp, nature-identical flavouring substances and synthetic food colours (ins 102 & ins 118)",INS 102 / E102,Tartrazine (Yellow 5),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Yellow No. 5) | PERMITTED under positive list,The 2007 Southampton study demonstrated that mixtures of synthetic azo dyes with benzoate triggers pediatric hyperactivity and neuro-attentional deficits. Can cause urticaria and bronchospasm in aspirin-sensitive individuals.,PERMITTED under FSSAI MPLs,Authorised globally with ADI. EU requires mandatory label warning: 'May have an adverse effect on activity and attention in children'.,🔴 High Concern
8901725015879,Dark Fantasy Choco Fills,Sunfeast,"choco crème (40%) {sugar, refined palmolein, refined palm oil, cocoa solids, nature identical flavouring substances (chocolate) and artificial flavouring substances (vanilla)}, refined wheat flour (maida), hydrogenated vegetable oils, sugar, invert syrup, liquid glucose, raising agents [ins 503(ii), ins 500(ii), ins 450(i)], cocoa solids (0.7%), <span class=""allergen"">butter</span>, milk solids, iodized salt, *nature identical flavouring substances (milk chocolate), colours (ins 150c, ins 150d), emulsifiers [lecithin (from soyabean), mono - and di-glycerides of fatty acids (from palm oil)] and artificial flavouring substances (<span class=""allergen"">milk</span>, vanilla). contains <span class=""allergen"">wheat</span>, <span class=""allergen"">milk</span>, <span class=""allergen"">soy</span>. may contain <span class=""allergen"">nut</span>, <span class=""allergen"">sulphite</span>.",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
8906002006922,Kuppies Dark Choco Chip Brownie,Dr. Oetker,"r, oet pvt, ltd c-24 sect galam bu lidar prades contact cons sugar (4,8%) (sugar chips (4,8%) , pies) oil edible ngredie waterefined soyabeamaida), humectants (ins420(1), ins422], cocoa solids (4,8%) (acidity regulator [ins501(0)), dark vegetable fat (hydrogenated), cocoa solids palm oil glucose syrup, stabilizers (ins142 dextrose , emulsifier [ins322(0)]), milk solids compound chips ins415, ins340(1),  lodised starch, preservatives salt (ins261 edible ins284 ins202, ins200), baking powder, n nature-identical flavouring substa emulsifiers (ins471, ins481(1), ins acidity regulator (ins330), flour treat agent [ins1100(i)], antioxidants (ins3 ins1102), flavour enhancer (ins1104) contains wheat, soy and milk, serve size-37g nutritional information hplace pack contains 1 serve per 1% rda 37g per serve energy (kcal) 154,1 7,7% protein (g) 2,1 3,8% carbohydrate (g) 22,4 - total sugars (g) 10,9 -  added sugars (g) 9,6 19,2% total fat (g) 6,3 9,3% - saturated fat (g) 1,9 8,7% trans fat (g) 0,0 0,0% - cholesterol (mg) 0,0 sodium (mg) 95,0 4,8% per serve recommended dietary allowances (rda) basis",INS 202 / E202,Potassium Sorbate,Chemical Preservative,AUTHORISED with MPLs (ADI 11 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED in specified categories,Exhibits minor mutagenic/clastogenic activity in vitro when reacted with nitrites; localized mucous membrane irritant at elevated doses.,PERMITTED under FSSAI MPLs,"Fully authorised preservative in EU, US, India, Japan subject to ADI and MPLs.",🟡 Moderate Concern
8904226700688,Pitted Prunes,N2H,"pitted prunes, potassium sorbate (e202) as preservatives",INS 202 / E202,Potassium Sorbate,Chemical Preservative,AUTHORISED with MPLs (ADI 11 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED in specified categories,Exhibits minor mutagenic/clastogenic activity in vitro when reacted with nitrites; localized mucous membrane irritant at elevated doses.,PERMITTED under FSSAI MPLs,"Fully authorised preservative in EU, US, India, Japan subject to ADI and MPLs.",🟡 Moderate Concern
8901071702201,Hershey's Exotic Dark,Hershey's,"Sugar, cocoa solids, cocoa butter, milk solids, emulsifiers, colours (INS 122)",INS 122 / E122,Azorubine / Carmoisine,Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | NOT APPROVED for food use | NOT APPROVED for food use,"Azo dye associated with pediatric hyperactivity, severe histamine release, allergic asthma, and localized inflammation in animal studies.",PERMITTED under FSSAI MPLs,Not approved for food use by US FDA or Japan. Authorised in EU and India with MPLs and mandatory EU child activity warning.,🔴 High Concern
8901014011117,Top Ramen Atta Masala Noodles,Nissin/Top Ramen,"Whole wheat flour, palm oil, salt, thickeners; Tastemaker: salt, spices, flavour enhancers (INS 621), antioxidant (INS 319)",INS 319 / E319,TBHQ (Tertiary Butylhydroquinone),Synthetic Petroleum Antioxidant,AUTHORISED with ADI and MPLs | PERMITTED ≤ 0.02% of fat content | NOT APPROVED on food positive list,"High-dose animal studies show hepatic enlargement, neurotoxic alterations, and cellular DNA stress. While human dietary intake at regulated levels is below ADI, FoodFactsIndia flags frequent intake in daily fried snacks/oils as High Concern.",PERMITTED under FSSAI MPLs,"Not approved for food use under Japan's positive list system. Authorised with strict ADI/MPLs in EU, US, and India.",🔴 High Concern
8901014011117,Top Ramen Atta Masala Noodles,Nissin/Top Ramen,"Whole wheat flour, palm oil, salt, thickeners; Tastemaker: salt, spices, flavour enhancers (INS 621), antioxidant (INS 319)",INS 621 / E621,Monosodium Glutamate (MSG),Flavour Enhancer (Glutamate Group),AUTHORISED (Group ADI 30 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED under positive list,"Dietary MSG does not readily cross the intact blood-brain barrier and is not considered a neurotoxin at typical intake levels by EFSA, FDA, or JECFA. Transient headaches/flushing can occur in sensitive individuals at high empty-stomach doses. Flagged as Moderate Concern for frequent children's snack consumption.",PERMITTED in snacks; PROHIBITED in dried pasta & instant noodles,Approved flavour enhancer globally with Group ADI 30 mg/kg bw/day. FSSAI (India) prohibits added MSG in dried pasta/instant noodles but permits it in snacks.,🟡 Moderate Concern
8901014000357,Top Ramen Chettinad Chicken Curry,Nissin,"noodles (85%): refined wheat flour (maida), edible vegetable oil (palm oil), lodised salt, acidity regulators [ins 500(i) & ins 451(i)], thickener (ins 412) & antioxidant (ins 319). seasoning mix (15%): noodle powder {refined wheat flour (maida), edible vegetable oil (palm oil), lodised salt, acidity regulators [ins 500(i) & ins 451(i)], thickener (ins 412) & antioxidant (ins 319)}, lodised salt, com starch, mixed spices 9.94% (red chilli, coriander turmeric, fennel, cumin, black pepper, ginger, stone flower, star anise, fenugreek, cinnamon green cardamom & clove), onion powde hydrolysed vegetable protein powder (soya) flavours (natural & nature identical), sugar coconut powder, tomato powder, dried chicken powder, milk solids, garlic powder, edible vegetable oil (palm oil & coconut oil), yeast extract powder chicken bits, colours [ins 150d & ins 1600 thickener (ins 412), flavour enhancers (ins 631&/ ins 627), curry leaves, acidity regulator (ins 330) allergen information: contains wheat & green coriander leaves. soy&milk mid. by: indo nissin foods pvt. ltd. no. 1102, 11th floor, raheja towers, west wing mg ro issai 10 0 for 30 seco stir w n gravy",INS 319 / E319,TBHQ (Tertiary Butylhydroquinone),Synthetic Petroleum Antioxidant,AUTHORISED with ADI and MPLs | PERMITTED ≤ 0.02% of fat content | NOT APPROVED on food positive list,"High-dose animal studies show hepatic enlargement, neurotoxic alterations, and cellular DNA stress. While human dietary intake at regulated levels is below ADI, FoodFactsIndia flags frequent intake in daily fried snacks/oils as High Concern.",PERMITTED under FSSAI MPLs,"Not approved for food use under Japan's positive list system. Authorised with strict ADI/MPLs in EU, US, and India.",🔴 High Concern
8901014000357,Top Ramen Chettinad Chicken Curry,Nissin,"noodles (85%): refined wheat flour (maida), edible vegetable oil (palm oil), lodised salt, acidity regulators [ins 500(i) & ins 451(i)], thickener (ins 412) & antioxidant (ins 319). seasoning mix (15%): noodle powder {refined wheat flour (maida), edible vegetable oil (palm oil), lodised salt, acidity regulators [ins 500(i) & ins 451(i)], thickener (ins 412) & antioxidant (ins 319)}, lodised salt, com starch, mixed spices 9.94% (red chilli, coriander turmeric, fennel, cumin, black pepper, ginger, stone flower, star anise, fenugreek, cinnamon green cardamom & clove), onion powde hydrolysed vegetable protein powder (soya) flavours (natural & nature identical), sugar coconut powder, tomato powder, dried chicken powder, milk solids, garlic powder, edible vegetable oil (palm oil & coconut oil), yeast extract powder chicken bits, colours [ins 150d & ins 1600 thickener (ins 412), flavour enhancers (ins 631&/ ins 627), curry leaves, acidity regulator (ins 330) allergen information: contains wheat & green coriander leaves. soy&milk mid. by: indo nissin foods pvt. ltd. no. 1102, 11th floor, raheja towers, west wing mg ro issai 10 0 for 30 seco stir w n gravy",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
8906032018810,Patanjali Doodh Biscuits,Patanjali,"Refined wheat flour, sugar, milk solids, edible vegetable oil, raising agents, emulsifiers, antioxidant (INS 319)",INS 319 / E319,TBHQ (Tertiary Butylhydroquinone),Synthetic Petroleum Antioxidant,AUTHORISED with ADI and MPLs | PERMITTED ≤ 0.02% of fat content | NOT APPROVED on food positive list,"High-dose animal studies show hepatic enlargement, neurotoxic alterations, and cellular DNA stress. While human dietary intake at regulated levels is below ADI, FoodFactsIndia flags frequent intake in daily fried snacks/oils as High Concern.",PERMITTED under FSSAI MPLs,"Not approved for food use under Japan's positive list system. Authorised with strict ADI/MPLs in EU, US, and India.",🔴 High Concern
