barcode,product_name,brands,categories,fssai_category_code,banned_item,banned_item_type,banned_in_jurisdictions,violation_reason
6001224307535,Creamy Honey & mustard slad dressing,The kitchen,"Condiments, Sauces, Salad dressings",CAT_12,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0794712831693,Banana chips,Beyond snack,crisps,CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0050000032631,Rich Chocolate Flavor Hot Cocoa Mix,Nestlé,"Beverages, Hot cocoa mix, en:dehydrated-beverages",CAT_14,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0058496464783,M&m’s,Mars Canada,,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0786832900236,Focaccia,Royal Kitchens  Inc,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads",CAT_14,Potassium Bromate (E924A),Additive (INS/E-Code),"EU, IN","Banned in EU, IN according to additive rulebook. Functional Class: FLOUR_TREATMENT_AGENT."
0786832900236,Focaccia,Royal Kitchens  Inc,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads",CAT_14,Potassium Bromate,Ingredient (Flour Treatment),"IN, EU, UK, JP","Banned in India (FSSAI 2016), EU, UK, and Japan due to genotoxic carcinogenicity."
0040000151463,"Snickers, chocolate bar",Snickers,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0021130266326,Chocolate Candy Coating,"Signature Kitchens,  Safeway  Inc.",undefined,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0021130501731,"Signature kitchens, sharks snacks, assorted fruit","Signature Kitchens,  Safeway  Inc.","Snacks, Sweet snacks, Confectioneries",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0040000393146,"Snickers, candy bar",Snickers,"Snacks, Sweet snacks, Confectioneries",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0072554218903,Nestle drumstick triple chocolate king size sundae cone 7.5 oz,Nestlé,,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0044000060411,Birthday Cake Flavor Creme Oreo Chocolate Sandwich Cookies,Oreo,,Unknown,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
6009188007492,Maggi: 2 Minutes Noodles,Nestle,"Dried products,Pastas,Dried products to be rehydrated,Noodles,Instant noodles",CAT_06,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0745367363480,"Target corporation, marbled egg shaped confetti","Target Corporation,  Brand's Country Kitchen Supplies  Inc.",Baking decorations,Unknown,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0745367363480,"Target corporation, marbled egg shaped confetti","Target Corporation,  Brand's Country Kitchen Supplies  Inc.",Baking decorations,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0745367368027,Sprinkles Decorating Candies,Brand's Country Kitchen Supplies  Inc.,Baking decorations,Unknown,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0040000449287,"Snickers, peanut butter egg",Snickers,"Snacks, Sweet snacks, Confectioneries",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0040000492474,"Snickers, mixed nuts candy bar",Snickers,"Snacks, Sweet snacks, Confectioneries",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0072417159688,"Cadbury, cookies",Cadbury,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0066721026637,Birthday Cake Flavour OREO Chocolate Sandwich Cookies,Oreo,,Unknown,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
9556001267948,Jap ter noodles,Nestle,"Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
3509140020314,Malabar,Cadbury,"Snacks, Snacks sucrés, Confiseries, Chewing-gum",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0028000525538,Mexican style instant hot chocolate mix,nestle abuelita,,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0038000391200,Sweetened multi-grain cereal,Kellogg's,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Extruded cereals",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0061200019636,Dairy Milk Mini Bars,Cadbury,,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0050000334803,Vanilla Caramel Zero Sugar Coffee Mate,Nestlé,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Dairy substitutes, Hot beverages, Milk substitutes, Beverage preparations, Instant beverages, Unsweetened beverages, Creamer",CAT_14,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0071214040694,"Old home kitchens, angel foods cake",Old Home Kitchens,"Snacks, Sweet snacks, Biscuits and cakes, Cakes",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0028000511159,Beef Flavor Bouillon,Maggi,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0028000511159,Beef Flavor Bouillon,Maggi,,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0073402356006,Seasonal fine donuts,"Country Kitchen,  Lepage Bakeries  Inc.","Snacks, Sweet snacks, Biscuits and cakes, Cakes",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0021130558117,Candy,"Signature Kitchens,  Safeway  Inc.","Snacks, Sweet snacks, Confectioneries",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0028000213190,"Granulated Bouillon, Chicken",Maggi,"Condiments, Groceries",CAT_12,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0050000127665,Fat free french vanilla coffee creamer,Nestlé,"Plant-based foods and beverages, Dairy substitutes, Milk substitutes, Creamer",CAT_14,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0727436598283,Jelly Beans,Kelly's candy kitchen,"Snacks, Sweet snacks, Confectioneries",CAT_15,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0745367367273,"Target corporation, holiday crystal sugars","Target Corporation,  Brand's Country Kitchen Supplies  Inc.","Sweeteners, Sugars",CAT_11,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0852216003722,Fried Fresh In Store Tortilla Chips,Cosentino's Kitchens,en:corn-chips,CAT_15,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0760263000949,"A warming homestyle soup with chunks of potatoes, onions, carrots and herbs soup mix, chunky potato","Bear Creek Country Kitchens,  B&G Foods North America  Inc.","Meals, Soups",CAT_12,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0760263911207,Cheddar broccoli pasta mix,Bear Creek Country Kitchens,"Meals, Pasta dishes",CAT_06,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0028000202033,"Nestle, butterfinger",Nestlé,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Bars, Chocolate candies, Candies, Bars covered with chocolate",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0050000143740,Hot cocoa mix,Nestle,"Beverages, Dried products, Dried products to be rehydrated, Dehydrated beverages",CAT_14,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0858883001177,Chicken Eggrolls,Spring Kitchen,Frozen foods,Unknown,Potassium Bromate (E924A),Additive (INS/E-Code),"EU, IN","Banned in EU, IN according to additive rulebook. Functional Class: FLOUR_TREATMENT_AGENT."
0858883001177,Chicken Eggrolls,Spring Kitchen,Frozen foods,Unknown,Potassium Bromate,Ingredient (Flour Treatment),"IN, EU, UK, JP","Banned in India (FSSAI 2016), EU, UK, and Japan due to genotoxic carcinogenicity."
0038000863509,Apple Jacks,Kellogg's,,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0786832614218,Fresh Spinach & Feta Cheese Focaccia Bread,Royal Kitchens  Inc,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads",CAT_14,Potassium Bromate (E924A),Additive (INS/E-Code),"EU, IN","Banned in EU, IN according to additive rulebook. Functional Class: FLOUR_TREATMENT_AGENT."
0786832614218,Fresh Spinach & Feta Cheese Focaccia Bread,Royal Kitchens  Inc,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads",CAT_14,Potassium Bromate,Ingredient (Flour Treatment),"IN, EU, UK, JP","Banned in India (FSSAI 2016), EU, UK, and Japan due to genotoxic carcinogenicity."
0021130116935,"Signature kitchens, halloween cookies, chocolate chip","Signature Kitchens,  Safeway  Inc.","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pie dough",CAT_14,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0021130116935,"Signature kitchens, halloween cookies, chocolate chip","Signature Kitchens,  Safeway  Inc.","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pie dough",CAT_14,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0021130116997,"Signature kitchens, break & bake easter cookie dough, chocolate chip","Signature Kitchens,  Safeway  Inc.","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pie dough",CAT_14,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0021130116997,"Signature kitchens, break & bake easter cookie dough, chocolate chip","Signature Kitchens,  Safeway  Inc.","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pie dough",CAT_14,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0021130116997,"Signature kitchens, break & bake easter cookie dough, chocolate chip","Signature Kitchens,  Safeway  Inc.","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pie dough",CAT_14,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
3538280842647,"Malabar Tutti Frutti 200x, 1 Boîte",Cadbury,en:chewing-gum,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0013000888332,Heinz tomato spaghetti sauce,Heinz,,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0073402345000,Plain donuts,"Country Kitchen,  Lepage Bakeries  Inc.","Snacks, Sweet snacks, Biscuits and cakes, Cakes",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0722652690049,Sausage Egg & Cheese On Biscuit,Buddy's Kitchen  Inc.,,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0021130502554,Loaded mashed potatoes,Signature Kitchens,Meals,Unknown,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0021130557981,Jelly Bean Candy,"Signature Kitchens,  Safeway  Inc.",undefined,Unknown,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0028000515911,"Pollo soup mix, creamy chicken",maggi,"Meals, Soups",CAT_12,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0028000515911,"Pollo soup mix, creamy chicken",maggi,"Meals, Soups",CAT_12,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0028000089009,Fudge bar in milk chocolate,Nestlé,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0745367363497,Easter Decor Mix,Brand's Country Kitchen Supplies  Inc.,Baking decorations,Unknown,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0745367363497,Easter Decor Mix,Brand's Country Kitchen Supplies  Inc.,Baking decorations,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0745367366511,Halloween Decorating Candies,"Target Corporation,  Brand's Country Kitchen Supplies  Inc.","Festive foods, Halloween foods and drinks",CAT_14,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0745367366511,Halloween Decorating Candies,"Target Corporation,  Brand's Country Kitchen Supplies  Inc.","Festive foods, Halloween foods and drinks",CAT_14,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0745367366542,Eerie Bats & Bones Decorating Candies,"Target Corporation,  Brand's Country Kitchen Supplies  Inc.",,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0028000515751,Strawberry Lowfat Milk,"Nesquik,Nestlé","Bebidas y preparaciones de bebidas,Bebidas,Lácteos,Bebida lácteas,Leches aromatizadas,Bebidas no alcohólicas,en:Strawberry milks,Bebidas azucaradas",CAT_01,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0609099781021,Candies,Kitchen Fresh Candies,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
